コード,企業名,市場区分,年度,売上高（億円）,営業利益（億円）,経常利益（億円）,純利益（億円）,EPS,ROE,ROA
4082,第一稀元素化学工業,プライム（内国株式）,2025/03,336,23,6,8,32.63,2.09,1.22
2674,ハードオフコーポレーション,プライム（内国株式）,2025/03,335,32,34,23,166.52,12.67,9.03
6393,油研工業,スタンダード（内国株式）,2025/03,335,19,19,12,325.87,5.25,2.7
9818,大丸エナウィン,スタンダード（内国株式）,2025/03,334,13,14,9,116.15,5.96,4.02
4714,リソー教育,プライム（内国株式）,2025/02,334,29,29,17,10.48,14.58,7.88
6144,西部電機,スタンダード（内国株式）,2025/03,334,32,33,24,155.57,7.63,5.06
3150,グリムス,プライム（内国株式）,2025/03,333,65,66,46,197.3,28.11,17.51
4107,伊勢化学工業,スタンダード（内国株式）,2024/12,333,77,74,51,995.01,14.26,11.21
1840,土屋ホールディングス,スタンダード（内国株式）,2024/10,333,2,2,8,30.34,5.87,2.79
6145,ＮＩＴＴＯＫＵ,スタンダード（内国株式）,2025/03,333,11,12,13,73.91,3.59,2.16
8208,エンチョー,スタンダード（内国株式）,2025/03,332,1,-1,0,-7.02,,
8886,ウッドフレンズ,スタンダード（内国株式）,2024/05,332,-17,-21,-24,-1623.83,,
7366,ＬＩＴＡＬＩＣＯ,プライム（内国株式）,2025/03,332,35,,24,67.27,19.26,7.34
7856,萩原工業,プライム（内国株式）,2024/10,331,21,22,15,110.63,5.23,3.57
4552,ＪＣＲファーマ,プライム（内国株式）,2025/03,331,-66,-75,-48,-38.43,,
7614,オーエムツーネットワーク,スタンダード（内国株式）,2025/01,328,15,17,11,163.94,6.37,4.98
4406,新日本理化,スタンダード（内国株式）,2025/03,327,8,12,5,14.0,2.94,1.39
4187,大阪有機化学工業,プライム（内国株式）,2024/11,327,46,48,40,191.25,8.9,6.74
2353,日本駐車場開発,プライム（内国株式）,2024/07,327,65,65,51,16.1,33.0,12.12
7769,リズム,プライム（内国株式）,2025/03,327,8,12,8,91.83,2.42,1.68
2938,オカムラ食品工業,スタンダード（内国株式）,2024/06,327,25,29,20,126.04,13.91,5.02
1770,藤田エンジニアリング,スタンダード（内国株式）,2025/03,326,30,31,18,194.98,9.42,5.9
6278,ユニオンツール,プライム（内国株式）,2024/12,326,69,71,53,305.82,7.22,6.7
6706,電気興業,プライム（内国株式）,2025/03,326,9,10,8,83.32,2.13,1.46
4539,日本ケミファ,スタンダード（内国株式）,2025/03,326,6,4,3,81.48,1.53,0.59
4662,フォーカスシステムズ,プライム（内国株式）,2025/03,326,22,22,16,103.61,11.15,7.5
6222,島精機製作所,プライム（内国株式）,2025/03,325,-119,-115,-143,-413.55,,
2112,塩水港精糖,スタンダード（内国株式）,2025/03,325,29,31,21,77.9,12.85,7.26
4318,クイック,プライム（内国株式）,2025/03,325,45,46,36,191.56,20.09,14.26
2395,新日本科学,プライム（内国株式）,2025/03,324,30,65,49,118.3,12.31,5.33
6235,オプトラン,プライム（内国株式）,2024/12,324,66,82,64,145.31,10.82,7.8
7743,シード,プライム（内国株式）,2024/03,324,21,21,20,77.4,11.32,3.96
1826,佐田建設,スタンダード（内国株式）,2025/03,323,10,10,6,39.83,3.94,2.22
7446,東北化学薬品,スタンダード（内国株式）,2024/09,322,4,4,2,263.54,3.2,1.38
6505,東洋電機製造,スタンダード（内国株式）,2024/05,321,9,15,9,99.48,3.59,1.81
6223,西部技研,スタンダード（内国株式）,2024/12,321,40,42,33,162.73,11.15,7.8
6630,ヤーマン,プライム（内国株式）,2024/04,320,4,10,4,7.23,1.58,1.37
2393,日本ケアサプライ,スタンダード（内国株式）,2025/03,320,25,25,18,115.33,10.23,6.71
9628,燦ホールディングス,プライム（内国株式）,2025/03,320,45,44,47,230.96,12.7,7.49
6485,前澤給装工業,スタンダード（内国株式）,2025/03,320,30,32,24,113.55,5.98,5.17
3068,ＷＤＩ,スタンダード（内国株式）,2025/03,320,7,7,9,148.77,14.47,4.12
5363,東京窯業,スタンダード（内国株式）,2025/03,319,45,50,31,70.58,7.65,5.29
7081,コーユーレンティア,スタンダード（内国株式）,2024/12,319,21,21,15,140.98,14.08,8.46
7030,スプリックス,スタンダード（内国株式）,2024/09,319,11,11,5,28.68,5.25,2.45
2216,カンロ,スタンダード（内国株式）,2024/12,318,43,43,33,232.56,19.37,11.2
9308,乾汽船,スタンダード（内国株式）,2025/03,318,37,38,50,199.87,13.62,6.7
205A,ロゴスホールディングス,グロース（内国株式）,2024/05,317,14,14,9,230.73,28.78,6.65
7358,ポピンズ,スタンダード（内国株式）,2024/12,317,16,16,8,79.74,9.12,4.64
4100,戸田工業,スタンダード（内国株式）,2025/03,317,-6,-14,-36,-616.43,,
9325,ファイズホールディングス,スタンダード（内国株式）,2025/03,316,15,15,9,85.63,23.38,8.97
7472,鳥羽洋行,スタンダード（内国株式）,2025/03,316,17,18,12,310.78,5.87,4.01
3302,帝国繊維,プライム（内国株式）,2024/12,315,35,46,33,124.48,4.91,3.93
9976,セキチュー,スタンダード（内国株式）,2025/02,315,6,6,5,91.53,4.28,2.1
7271,安永,スタンダード（内国株式）,2025/03,315,8,9,7,72.02,6.52,2.0
1736,オーテック,スタンダード（内国株式）,2025/03,314,40,42,29,186.1,12.84,8.29
3778,さくらインターネット,プライム（内国株式）,2025/03,314,41,41,29,75.22,9.77,3.61
2705,大戸屋ホールディングス,スタンダード（内国株式）,2025/03,314,17,17,12,168.82,27.33,10.31
2752,フジオフードグループ本社,プライム（内国株式）,2024/12,313,12,10,5,10.03,5.35,1.74
7872,エステールホールディングス,スタンダード（内国株式）,2025/03,313,2,3,-3,-32.93,,
7434,オータケ,スタンダード（内国株式）,2024/05,313,9,11,8,193.53,5.19,3.16
5842,インテグラル,グロース（内国株式）,2024/12,312,260,,181,544.66,31.42,22.9
5304,ＳＥＣカーボン,スタンダード（内国株式）,2025/03,312,68,77,58,285.57,7.79,7.06
7172,ジャパンインベストメントアドバイザー,プライム（内国株式）,2024/12,311,121,116,81,133.18,12.05,3.29
8864,空港施設,プライム（内国株式）,2025/03,311,45,46,26,51.27,4.3,2.37
4712,ＫｅｙＨｏｌｄｅｒ,スタンダード（内国株式）,2024/12,311,28,,25,133.01,11.4,4.61
6619,ダブル・スコープ,プライム（内国株式）,2025/01,310,-10,-32,-37,-67.6,,
7893,プロネクサス,プライム（内国株式）,2025/03,310,2,,5,17.68,1.81,1.17
3371,ソフトクリエイトホールディングス,プライム（内国株式）,2025/03,310,55,58,35,141.93,17.03,9.97
3452,ビーロット,スタンダード（内国株式）,2024/12,309,63,58,39,204.53,22.34,6.93
3238,セントラル総合開発,スタンダード（内国株式）,2025/03,309,12,8,5,51.91,4.85,1.1
4994,大成ラミックグループ,スタンダード（内国株式）,2025/03,308,24,24,17,267.87,6.72,4.94
7486,サンリン,スタンダード（内国株式）,2025/03,308,7,13,8,67.11,3.93,2.82
5821,平河ヒューテック,プライム（内国株式）,2025/03,308,23,26,20,137.36,5.23,4.3
3467,アグレ都市デザイン,スタンダード（内国株式）,2025/03,307,25,22,16,274.64,21.86,4.75
2268,Ｂ－Ｒ　サーティワン　アイスクリーム,スタンダード（内国株式）,2024/12,307,24,24,15,160.2,11.32,5.87
9757,船井総研ホールディングス,プライム（内国株式）,2024/12,306,83,84,60,128.01,24.7,19.06
5074,テスホールディングス,プライム（内国株式）,2024/06,306,24,77,12,16.81,2.85,0.99
6333,帝国電機製作所,プライム（内国株式）,2025/03,305,61,63,38,219.27,11.64,8.99
4229,群栄化学工業,プライム（内国株式）,2025/03,305,23,27,19,289.5,3.86,3.05
3294,イーグランド,スタンダード（内国株式）,2025/03,305,15,12,9,144.53,7.68,2.81
8891,ＡＭＧホールディングス,スタンダード（内国株式）,2025/03,304,16,14,10,344.29,8.88,3.33
2491,バリューコマース,プライム（内国株式）,2024/12,304,42,41,29,113.2,22.2,14.57
3198,ＳＦＰホールディングス,プライム（内国株式）,2025/02,304,22,23,15,65.14,17.01,10.64
8152,ソマール,スタンダード（内国株式）,2025/03,304,26,27,26,1334.37,12.82,8.35
7562,安楽亭,スタンダード（内国株式）,2025/03,304,15,14,6,255.32,7.94,2.43
3071,ストリーム,スタンダード（内国株式）,2025/01,303,3,2,0,0.15,0.14,0.07
1914,日本基礎技術,スタンダード（内国株式）,2025/03,303,19,19,14,74.13,6.27,4.53
9632,スバル興業,スタンダード（内国株式）,2025/01,303,48,49,32,251.23,9.12,7.93
1429,日本アクア,プライム（内国株式）,2024/12,303,26,26,18,58.56,17.44,7.64
7122,近畿車輛,スタンダード（内国株式）,2025/03,303,2,3,6,81.39,1.67,0.95
9145,ビーイングホールディングス,スタンダード（内国株式）,2024/12,302,22,23,14,229.84,19.35,7.54
2927,ＡＦＣ－ＨＤアムスライフサイエンス,スタンダード（内国株式）,2024/08,302,19,19,13,89.2,8.99,2.66
1776,三井住建道路,スタンダード（内国株式）,2025/03,302,2,3,2,18.17,1.23,0.68
3173,Ｃｏｍｉｎｉｘ,スタンダード（内国株式）,2025/03,301,6,6,0,5.24,0.46,0.14
4783,ＮＣＤ,スタンダード（内国株式）,2025/03,301,28,29,19,232.95,24.48,11.84
7157,ライフネット生命保険,グロース（内国株式）,2025/03,301,,,60,74.63,6.51,5.16
7059,コプロ・ホールディングス,プライム（内国株式）,2025/03,300,28,28,18,95.41,22.05,13.94
3489,フェイスネットワーク,スタンダード（内国株式）,2025/03,299,45,41,28,280.38,28.36,9.22
4979,ＯＡＴアグリオ,スタンダード（内国株式）,2024/12,298,31,32,21,201.79,13.02,5.99
4464,ソフト９９コーポレーション,スタンダード（内国株式）,2025/03,297,40,42,29,135.18,5.15,4.51
8595,ジャフコ　グループ,プライム（内国株式）,2025/03,297,125,132,96,175.58,6.79,5.63
4776,サイボウズ,プライム（内国株式）,2024/12,297,49,53,36,74.99,30.57,16.86
6484,ＫＶＫ,スタンダード（内国株式）,2025/03,296,27,31,21,264.03,7.45,5.82
5958,三洋工業,スタンダード（内国株式）,2025/03,295,21,23,16,497.07,7.57,5.31
6289,技研製作所,プライム（内国株式）,2024/08,295,33,36,24,90.97,6.03,5.06
1853,森組,スタンダード（内国株式）,2025/03,295,11,10,9,28.12,6.18,3.64
3396,フェリシモ,スタンダード（内国株式）,2025/02,294,1,2,1,19.09,0.71,0.47
7604,梅の花グループ,スタンダード（内国株式）,2025/04,294,6,4,-4,-43.59,,
4234,サンエー化研,スタンダード（内国株式）,2025/03,294,0,1,2,23.12,1.18,0.63
6658,シライ電子工業,スタンダード（内国株式）,2025/03,293,26,26,21,137.56,20.9,10.67
6850,チノー,プライム（内国株式）,2025/03,293,29,30,20,234.24,9.06,5.27
4323,日本システム技術,プライム（内国株式）,2025/03,293,32,33,24,99.24,16.55,10.67
5357,ヨータイ,プライム（内国株式）,2025/03,293,35,36,26,141.66,7.96,6.34
4480,メドレー,プライム（内国株式）,2024/12,293,23,41,28,86.16,13.85,6.19
8871,ゴールドクレスト,スタンダード（内国株式）,2025/03,293,75,70,50,150.86,3.75,2.25
7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,プライム（内国株式）,2024/05,293,42,43,30,231.76,10.9,8.33
8364,清水銀行,プライム（内国株式）,2025/03,291,,23,19,163.21,2.6,0.1
6059,ウチヤマホールディングス,スタンダード（内国株式）,2025/03,291,2,6,21,105.85,14.4,6.6
6653,正興電機製作所,プライム（内国株式）,2024/12,291,20,24,15,124.2,9.67,5.06
7677,ヤシマキザイ,スタンダード（内国株式）,2025/03,290,0,-5,-5,-177.73,,
6822,大井電気,スタンダード（内国株式）,2025/03,290,15,14,10,800.83,14.88,4.44
6540,船場,スタンダード（内国株式）,2024/12,290,19,20,15,142.1,11.0,6.43
6016,ジャパンエンジンコーポレーション,スタンダード（内国株式）,2025/03,289,51,54,43,515.99,31.17,13.13
1447,ＳＡＡＦホールディングス,グロース（内国株式）,2025/03,289,3,1,-1,-5.28,,
6210,ＴＯＹＯイノベックス,スタンダード（内国株式）,2024/03,288,-1,-1,-13,-62.97,,
4565,ネクセラファーマ,プライム（内国株式）,2024/12,288,-54,,-48,-53.92,,
6513,オリジン,スタンダード（内国株式）,2025/03,288,-2,2,-1,-15.36,,
5446,北越メタル,スタンダード（内国株式）,2025/03,287,7,8,6,148.57,3.21,2.14
4432,ウイングアーク１ｓｔ,プライム（内国株式）,2025/02,287,82,,59,171.95,14.19,8.66
5942,日本フイルコン,スタンダード（内国株式）,2024/11,286,9,11,6,31.65,2.73,1.44
3205,ダイドーリミテッド,スタンダード（内国株式）,2025/03,286,-1,-2,-25,-91.62,,
4113,田岡化学工業,スタンダード（内国株式）,2024/03,285,11,11,8,57.23,4.76,2.76
5998,アドバネクス,スタンダード（内国株式）,2025/03,285,11,2,-6,-153.13,,
5282,ジオスター,スタンダード（内国株式）,2025/03,285,16,16,8,26.71,3.52,2.28
7730,マニー,プライム（内国株式）,2024/08,285,84,85,63,63.82,12.01,10.99
1430,ファーストコーポレーション,スタンダード（内国株式）,2024/05,285,15,14,9,79.15,11.16,3.98
9279,ギフトホールディングス,プライム（内国株式）,2024/10,285,29,30,19,93.98,22.4,10.97
6230,ＳＡＮＥＩ,スタンダード（内国株式）,2025/03,285,19,18,13,273.93,8.83,5.15
5261,リソルホールディングス,プライム（内国株式）,2025/03,284,27,26,20,350.97,12.06,4.48
4975,ＪＣＵ,プライム（内国株式）,2025/03,284,105,109,75,297.71,15.68,13.67
3080,ジェーソン,スタンダード（内国株式）,2025/02,283,5,6,3,26.93,5.48,3.18
4293,セプテーニ・ホールディングス,スタンダード（内国株式）,2024/12,283,31,,55,26.65,7.91,5.66
5906,エムケー精工,スタンダード（内国株式）,2025/03,283,20,21,13,90.76,8.0,5.08
2114,フジ日本,スタンダード（内国株式）,2025/03,282,32,37,28,107.4,11.94,8.43
2676,高千穂交易,プライム（内国株式）,2025/03,281,21,20,15,158.18,8.66,6.22
2293,滝沢ハム,スタンダード（内国株式）,2025/03,281,-4,-4,-5,-241.16,,
6365,電業社機械製作所,スタンダード（内国株式）,2025/03,281,32,34,24,576.63,8.72,5.99
2207,名糖産業,プライム（内国株式）,2025/03,281,14,27,47,278.83,8.59,5.66
9780,ハリマビステム,スタンダード（内国株式）,2025/03,280,11,12,9,94.41,9.36,5.82
9867,ソレキア,スタンダード（内国株式）,2025/03,280,17,17,11,1249.91,9.72,4.85
3242,アーバネットコーポレーション,スタンダード（内国株式）,2024/06,280,27,24,17,54.15,11.29,3.62
7844,マーベラス,プライム（内国株式）,2025/03,280,18,18,8,13.5,3.13,2.49
5218,オハラ,スタンダード（内国株式）,2024/10,279,22,26,16,64.36,3.1,2.41
6776,天昇電気工業,スタンダード（内国株式）,2025/03,279,9,11,13,74.29,11.9,5.71
3010,ポラリス・ホールディングス,スタンダード（内国株式）,2025/03,279,28,19,26,16.9,9.22,3.89
6823,リオン,プライム（内国株式）,2025/03,279,40,41,29,232.19,9.1,7.31
9306,東陽倉庫,スタンダード（内国株式）,2024/03,279,11,18,14,181.38,5.44,2.88
6358,酒井重工業,プライム（内国株式）,2025/03,279,16,15,14,168.39,4.78,3.37
9319,中央倉庫,プライム（内国株式）,2025/03,278,22,24,16,84.5,3.47,2.7
6785,鈴木,プライム（内国株式）,2024/06,277,34,37,23,158.11,8.99,6.12
3696,セレス,プライム（内国株式）,2024/12,277,22,27,15,128.96,13.28,4.49
9438,エムティーアイ,プライム（内国株式）,2024/09,277,24,28,24,43.05,15.3,7.96
6643,戸上電機製作所,スタンダード（内国株式）,2025/03,276,34,36,24,491.27,10.68,7.39
7638,ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,スタンダード（内国株式）,2025/03,276,39,36,20,113.98,19.98,7.26
3945,スーパーバッグ,スタンダード（内国株式）,2025/03,276,9,10,10,658.37,20.69,6.68
7927,ムトー精工,スタンダード（内国株式）,2025/03,276,20,26,15,214.05,8.22,4.87
5921,川岸工業,スタンダード（内国株式）,2024/09,276,17,20,15,498.1,5.21,4.3
9782,ディーエムエス,スタンダード（内国株式）,2025/03,276,12,12,8,148.87,5.03,4.08
5079,ノバック,スタンダード（内国株式）,2025/04,275,9,8,6,111.25,3.15,2.21
5280,ヨシコン,スタンダード（内国株式）,2025/03,275,47,47,30,425.42,11.0,6.81
4026,神島化学工業,スタンダード（内国株式）,2025/04,274,18,17,14,158.14,11.1,4.66
3361,トーエル,スタンダード（内国株式）,2025/04,274,19,23,8,43.42,4.1,3.13
6994,指月電機製作所,スタンダード（内国株式）,2025/03,273,20,18,12,47.3,5.11,3.12
1718,美樹工業,スタンダード（内国株式）,2024/12,273,11,12,7,602.24,4.18,2.02
6151,日東工器,プライム（内国株式）,2025/03,273,23,25,13,71.85,2.31,2.02
2215,第一屋製パン,スタンダード（内国株式）,2024/12,272,6,6,21,296.82,25.52,13.02
8138,三京化成,スタンダード（内国株式）,2025/03,271,5,6,6,497.38,7.22,3.89
9556,ＩＮＴＬＯＯＰ,グロース（内国株式）,2024/07,271,15,15,9,194.36,18.86,7.43
6905,コーセル,プライム（内国株式）,2025/05,271,6,7,-1,-2.84,,
3271,ＴＨＥグローバル社,スタンダード（内国株式）,2024/06,270,18,31,27,95.91,34.12,5.54
215A,タイミー,グロース（内国株式）,2024/10,269,42,39,28,29.32,30.81,10.53
6928,エノモト,プライム（内国株式）,2025/03,269,6,7,4,68.51,2.05,1.36
2980,ＳＲＥホールディングス,プライム（内国株式）,2025/03,267,31,29,17,105.46,12.43,5.57
3091,ブロンコビリー,プライム（内国株式）,2024/12,266,25,26,17,115.35,8.58,7.0
6294,オカダアイヨン,プライム（内国株式）,2025/03,266,23,22,15,183.46,8.56,4.1
6191,エアトリ,プライム（内国株式）,2024/09,266,24,,20,89.93,14.66,6.99
3023,ラサ商事,スタンダード（内国株式）,2025/03,266,25,28,21,189.92,9.51,6.25
9229,サンウェルズ,プライム（内国株式）,2025/03,265,11,4,-9,-29.1,,
6189,グローバルキッズＣＯＭＰＡＮＹ,スタンダード（内国株式）,2024/09,264,8,8,3,27.14,3.16,1.66
6378,木村化工機,スタンダード（内国株式）,2025/03,264,30,31,23,116.58,12.07,6.81
8551,北日本銀行,プライム（内国株式）,2025/03,264,,56,40,475.54,4.64,0.26
5603,虹技,スタンダード（内国株式）,2025/03,263,11,11,8,244.05,5.56,2.37
2120,ＬＩＦＵＬＬ,プライム（内国株式）,2024/09,263,-64,,-85,-66.12,,
6088,シグマクシス・ホールディングス,プライム（内国株式）,2025/03,263,56,59,44,51.92,30.79,22.26
2816,ダイショー,スタンダード（内国株式）,2025/03,262,7,7,5,47.45,4.67,2.45
6837,京写,スタンダード（内国株式）,2025/03,262,13,10,6,42.33,6.25,2.48
3178,チムニー,スタンダード（内国株式）,2025/03,262,9,11,11,55.79,17.73,6.44
3675,クロス・マーケティンググループ,プライム（内国株式）,2024/06,262,18,19,12,62.06,16.85,7.17
2196,エスクリ,スタンダード（内国株式）,2025/03,262,8,7,3,23.25,5.01,1.47
2009,鳥越製粉,スタンダード（内国株式）,2024/12,262,11,14,10,40.81,2.65,2.09
6482,ＹＵＳＨＩＮ,スタンダード（内国株式）,2025/03,261,26,25,17,49.74,4.82,4.12
5753,日本伸銅,スタンダード（内国株式）,2025/03,261,18,14,10,451.09,8.1,5.85
4735,京進,スタンダード（内国株式）,2024/05,261,9,8,5,64.87,13.0,2.32
3420,ケー・エフ・シー,スタンダード（内国株式）,2025/03,261,14,15,10,135.53,4.69,3.46
3668,コロプラ,プライム（内国株式）,2024/09,260,-12,-9,-19,-14.54,,
6403,水道機工,スタンダード（内国株式）,2025/03,260,15,14,4,99.71,4.2,1.64
3771,システムリサーチ,プライム（内国株式）,2025/03,259,30,31,22,132.26,18.58,12.52
7213,レシップホールディングス,スタンダード（内国株式）,2025/03,259,35,35,23,152.26,22.5,11.05
3423,エスイー,スタンダード（内国株式）,2025/03,259,8,9,5,18.0,4.86,2.14
1381,アクシーズ,スタンダード（内国株式）,2024/06,258,16,18,12,220.63,5.98,5.07
3661,エムアップホールディングス,プライム（内国株式）,2025/03,258,41,41,17,46.56,21.59,6.4
8707,岩井コスモホールディングス,プライム（内国株式）,2025/03,258,86,92,67,286.31,9.93,3.63
4826,ＣＩＪ,プライム（内国株式）,2024/06,257,20,20,9,16.35,6.54,5.13
2883,大冷,スタンダード（内国株式）,2025/03,257,8,8,-6,-97.13,,
6677,エスケーエレクトロニクス,スタンダード（内国株式）,2024/09,257,31,31,23,220.66,7.12,5.78
6086,シンメンテホールディングス,グロース（内国株式）,2025/02,257,15,16,10,52.85,29.08,11.39
9445,フォーバルテレコム,スタンダード（内国株式）,2025/03,257,11,12,7,43.69,22.05,7.06
8542,トマト銀行,スタンダード（内国株式）,2025/03,257,,26,18,157.75,3.25,0.13
5845,全保連,スタンダード（内国株式）,2025/03,257,25,25,16,66.92,22.54,7.12
3277,サンセイランディック,スタンダード（内国株式）,2024/12,256,19,16,11,127.22,8.24,3.17
9812,テーオーホールディングス,スタンダード（内国株式）,2024/05,256,3,2,1,17.4,24.6,0.63
7940,ウェーブロックホールディングス,スタンダード（内国株式）,2025/03,256,4,7,5,61.7,3.13,1.78
2924,イフジ産業,スタンダード（内国株式）,2025/03,256,30,30,21,254.58,18.84,12.55
2471,エスプール,プライム（内国株式）,2024/11,256,28,,21,26.57,21.34,5.29
7299,フジオーゼックス,スタンダード（内国株式）,2025/03,255,26,23,15,151.54,5.08,4.18
9322,川西倉庫,スタンダード（内国株式）,2025/03,255,10,12,7,97.62,3.5,1.94
3679,じげん,プライム（内国株式）,2025/03,254,57,,39,38.13,19.38,10.31
4094,日本化学産業,スタンダード（内国株式）,2025/03,254,29,32,24,121.17,5.07,4.34
6882,三社電機製作所,スタンダード（内国株式）,2025/03,254,11,12,5,37.74,2.06,1.5
4478,フリー,グロース（内国株式）,2024/06,254,-84,-86,-102,-174.43,,
3328,ＢＥＥＮＯＳ,プライム（内国株式）,2024/09,254,24,22,14,111.02,9.48,4.28
2375,ギグワークス,スタンダード（内国株式）,2024/10,254,-4,-4,-7,-36.66,,
6626,ＳＥＭＩＴＥＣ,スタンダード（内国株式）,2025/03,253,39,41,31,291.7,13.4,9.98
6748,星和電機,スタンダード（内国株式）,2024/12,252,18,19,14,103.02,7.83,4.45
5729,日本精鉱,スタンダード（内国株式）,2025/03,252,36,35,25,1004.01,20.58,11.73
9713,ロイヤルホテル,スタンダード（内国株式）,2025/03,252,9,8,17,113.73,8.09,4.53
7060,ギークス,スタンダード（内国株式）,2025/03,252,5,5,0,4.82,1.8,0.68
7318,セレンディップ・ホールディングス,グロース（内国株式）,2025/03,251,7,7,21,462.51,26.14,6.48
7600,日本エム・ディ・エム,プライム（内国株式）,2025/03,251,16,15,-5,-17.54,,
7818,トランザクション,プライム（内国株式）,2024/08,250,52,56,38,129.4,20.74,16.86
6929,日本セラミック,プライム（内国株式）,2024/12,250,50,58,42,181.28,8.34,7.13
3537,昭栄薬品,スタンダード（内国株式）,2025/03,250,6,8,5,154.78,5.9,3.08
7022,サノヤスホールディングス,スタンダード（内国株式）,2025/03,250,11,11,12,35.57,11.67,4.27
2349,エヌアイデイ,スタンダード（内国株式）,2025/03,250,31,34,24,216.65,10.99,8.38
2221,岩塚製菓,スタンダード（内国株式）,2025/03,250,8,40,29,279.63,4.28,3.19
7887,南海プライウッド,スタンダード（内国株式）,2025/03,249,10,17,1,104.49,0.41,0.31
3648,ＡＧＳ,スタンダード（内国株式）,2025/03,249,18,19,14,81.89,9.41,6.39
4820,イーエムシステムズ,プライム（内国株式）,2024/12,248,45,52,24,34.54,11.81,7.66
7937,ツツミ,スタンダード（内国株式）,2025/03,248,24,25,20,127.09,2.93,2.85
6203,豊和工業,スタンダード（内国株式）,2025/03,248,13,14,7,62.12,4.0,2.2
2769,ヴィレッジヴァンガードコーポレーション,スタンダード（内国株式）,2024/05,248,-9,-9,-11,-145.84,,
6571,キュービーネットホールディングス,プライム（内国株式）,2024/06,248,21,,13,99.33,9.18,4.03
3915,テラスカイ,プライム（内国株式）,2025/02,247,15,16,10,78.91,9.19,5.23
8914,エリアリンク,スタンダード（内国株式）,2024/12,247,49,47,32,126.11,11.96,5.72
2291,福留ハム,スタンダード（内国株式）,2025/03,246,-6,-6,-6,-191.81,,
2359,コア,プライム（内国株式）,2025/03,246,32,33,22,156.18,12.11,8.91
6862,ミナトホールディングス,スタンダード（内国株式）,2025/03,245,8,6,4,50.36,6.33,2.13
4346,ＮＥＸＹＺ．Ｇｒｏｕｐ,スタンダード（内国株式）,2024/09,245,12,12,6,46.97,23.96,3.33
5697,サンユウ,スタンダード（内国株式）,2025/03,244,7,7,4,74.45,4.57,2.33
7565,萬世電機,スタンダード（内国株式）,2025/03,244,11,12,9,431.76,7.44,4.28
3836,アバントグループ,プライム（内国株式）,2024/06,244,41,41,29,76.62,21.45,13.02
9640,セゾンテクノロジー,スタンダード（内国株式）,2025/03,244,21,22,15,92.97,10.58,7.11
9408,ＢＳＮメディアホールディングス,スタンダード（内国株式）,2025/03,244,17,19,10,174.33,4.32,3.14
9768,いであ,スタンダード（内国株式）,2024/12,243,33,34,24,332.81,8.27,6.34
3688,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,プライム（内国株式）,2024/12,243,21,24,17,66.79,6.98,3.49
6648,かわでん,スタンダード（内国株式）,2025/03,242,26,27,20,612.84,11.06,7.72
7925,前澤化成工業,プライム（内国株式）,2025/03,242,22,25,17,115.5,4.14,3.43
6777,ｓａｎｔｅｃ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,2025/03,240,74,79,51,430.92,23.65,17.16
7820,ニホンフラッシュ,プライム（内国株式）,2025/03,240,8,11,-28,-122.69,,
7885,タカノ,スタンダード（内国株式）,2025/03,240,5,5,5,34.19,1.63,1.35
9959,アシードホールディングス,スタンダード（内国株式）,2025/03,240,8,11,7,60.81,10.36,3.81
6616,トレックス・セミコンダクター,プライム（内国株式）,2025/03,240,-6,-8,-24,-214.62,,
5078,セレコーポレーション,スタンダード（内国株式）,2025/02,239,20,20,14,417.62,6.94,5.69
4439,東名,スタンダード（内国株式）,2024/08,239,23,24,16,104.31,20.35,10.96
3662,エイチームホールディングス,プライム（内国株式）,2024/07,239,6,6,10,51.34,9.3,5.85
5918,瀧上工業,スタンダード（内国株式）,2025/03,238,-4,3,2,91.57,0.46,0.31
6855,日本電子材料,スタンダード（内国株式）,2025/03,238,46,46,35,273.46,12.37,8.67
7129,ミアヘルサホールディングス,スタンダード（内国株式）,2025/03,238,6,6,3,113.95,7.9,2.26
1905,テノックス,スタンダード（内国株式）,2025/03,237,11,12,7,113.29,5.79,3.56
3932,アカツキ,プライム（内国株式）,2025/03,237,39,42,16,114.15,4.0,3.01
4462,石原ケミカル,プライム（内国株式）,2025/03,236,34,35,25,173.43,11.26,9.13
2160,ジーエヌアイグループ,グロース（内国株式）,2024/12,236,14,,11,21.96,3.01,1.53
9687,ＫＳＫ,スタンダード（内国株式）,2025/03,236,24,25,19,309.27,11.26,8.11
6901,澤藤電機,スタンダード（内国株式）,2025/03,236,1,2,2,57.24,1.96,0.98
7938,リーガルコーポレーション,スタンダード（内国株式）,2025/03,236,4,5,7,219.21,5.5,2.67
261A,日水コン,スタンダード（内国株式）,2024/12,235,22,22,15,125.73,10.49,6.5
2694,焼肉坂井ホールディングス,スタンダード（内国株式）,2025/03,235,5,4,-6,-2.61,,
3943,大石産業,スタンダード（内国株式）,2025/03,235,9,11,9,121.45,5.06,3.54
8416,高知銀行,スタンダード（内国株式）,2025/03,235,,12,9,848.71,1.7,0.07
5285,ヤマックス,スタンダード（内国株式）,2025/03,235,27,27,20,203.58,22.83,10.98
6312,フロイント産業,スタンダード（内国株式）,2025/02,234,12,12,6,37.71,4.13,2.4
