コード,企業名,市場区分,年度,売上高（億円）,営業利益（億円）,経常利益（億円）,純利益（億円）,EPS,ROE,ROA
1814,大末建設,プライム（内国株式）,2025/03,890,37,37,21,197.43,8.96,3.71
7976,三菱鉛筆,プライム（内国株式）,2024/12,888,122,130,113,204.78,8.78,6.37
6023,ダイハツインフィニアース,スタンダード（内国株式）,2025/03,888,76,76,57,180.9,12.95,5.95
7522,ワタミ,プライム（内国株式）,2025/03,887,46,52,35,87.9,13.14,4.93
1377,サカタのタネ,プライム（内国株式）,2024/05,887,105,111,162,365.21,10.1,8.39
6258,平田機工,プライム（内国株式）,2025/03,885,69,69,48,154.33,6.96,3.67
7740,タムロン,プライム（内国株式）,2024/12,885,192,193,145,351.6,17.64,14.22
4547,キッセイ薬品工業,プライム（内国株式）,2025/03,883,58,70,120,274.2,5.72,4.9
5273,三谷セキサン,スタンダード（内国株式）,2025/03,878,139,149,102,561.42,11.49,8.12
9946,ミニストップ,プライム（内国株式）,2025/02,875,-35,-29,-68,-233.52,,
4559,ゼリア新薬工業,プライム（内国株式）,2025/03,873,122,128,99,225.42,11.1,6.24
4343,イオンファンタジー,プライム（内国株式）,2025/02,872,43,34,-18,-91.87,,
7965,象印マホービン,プライム（内国株式）,2024/11,872,60,74,65,96.62,7.47,5.63
6363,酉島製作所,プライム（内国株式）,2025/03,865,54,45,41,152.94,7.27,3.52
1888,若築建設,プライム（内国株式）,2025/03,865,52,52,37,289.92,7.64,4.02
8616,東海東京フィナンシャル・ホールディングス,プライム（内国株式）,2025/03,863,117,151,110,44.08,6.09,0.78
2498,オリエンタルコンサルタンツホールディングス,スタンダード（内国株式）,2024/09,863,47,40,26,428.24,10.66,3.98
6277,ホソカワミクロン,プライム（内国株式）,2024/09,854,83,92,56,371.96,9.07,5.69
1414,ショーボンドホールディングス,プライム（内国株式）,2024/06,854,197,204,143,273.72,13.89,11.0
6742,京三製作所,プライム（内国株式）,2025/03,854,61,66,48,76.26,9.25,3.8
5909,コロナ,スタンダード（内国株式）,2025/03,852,13,17,11,37.77,1.45,1.08
4216,旭有機材,プライム（内国株式）,2025/03,852,111,112,76,401.25,9.82,7.21
6937,古河電池,プライム（内国株式）,2025/03,848,55,57,22,68.46,5.63,3.27
4078,堺化学工業,プライム（内国株式）,2025/03,844,61,63,50,309.16,6.41,4.07
1965,テクノ菱和,スタンダード（内国株式）,2025/03,842,96,99,73,344.88,13.71,9.05
2533,オエノンホールディングス,プライム（内国株式）,2024/12,841,34,36,27,47.39,11.55,4.9
8336,武蔵野銀行,プライム（内国株式）,2025/03,841,,181,131,397.39,4.91,0.24
8005,スクロール,プライム（内国株式）,2025/03,840,61,64,43,124.14,11.7,7.62
9601,松竹,プライム（内国株式）,2025/02,840,17,-25,-7,-48.32,,
6638,ミマキエンジニアリング,プライム（内国株式）,2025/03,840,91,84,62,213.35,19.11,8.08
4966,上村工業,スタンダード（内国株式）,2025/03,838,188,200,141,872.87,13.27,10.78
2317,システナ,プライム（内国株式）,2025/03,836,121,119,85,23.17,26.12,16.38
2337,いちご,プライム（内国株式）,2025/02,836,163,138,152,34.86,13.68,3.73
2698,キャンドゥ,スタンダード（内国株式）,2025/02,834,8,9,-2,-10.19,,
7460,ヤギ,スタンダード（内国株式）,2025/03,834,36,38,26,313.79,6.08,3.31
3635,コーエーテクモホールディングス,プライム（内国株式）,2025/03,832,321,500,376,119.14,19.96,17.93
1379,ホクト,プライム（内国株式）,2025/03,831,66,70,44,140.62,7.82,4.13
3046,ジンズホールディングス,プライム（内国株式）,2024/08,830,78,77,47,200.13,18.25,8.64
6800,ヨコオ,プライム（内国株式）,2025/03,829,42,39,22,95.54,4.29,2.92
5445,東京鐵鋼,プライム（内国株式）,2025/03,826,147,151,109,1238.67,18.19,13.36
8923,トーセイ,プライム（内国株式）,2024/11,822,185,,120,247.43,13.24,4.33
3168,ＭＥＲＦ,スタンダード（内国株式）,2024/08,821,15,10,5,37.72,5.62,2.0
8609,岡三証券グループ,プライム（内国株式）,2025/03,819,128,156,117,57.61,5.6,0.84
3333,あさひ,プライム（内国株式）,2025/02,816,55,56,36,136.48,9.09,6.53
9270,バリュエンスホールディングス,グロース（内国株式）,2024/08,815,-4,-8,-17,-131.53,,
3183,ウイン・パートナーズ,プライム（内国株式）,2025/03,814,28,28,20,70.45,8.39,4.33
4221,大倉工業,プライム（内国株式）,2024/12,812,46,51,44,363.89,7.03,4.23
9305,ヤマタネ,プライム（内国株式）,2025/03,809,38,36,31,149.71,5.29,1.85
6590,芝浦メカトロニクス,プライム（内国株式）,2025/03,809,141,140,103,787.7,21.83,10.84
1866,北野建設,スタンダード（内国株式）,2025/03,809,36,41,34,562.12,7.25,4.47
6737,ＥＩＺＯ,プライム（内国株式）,2025/03,805,37,46,41,100.79,3.34,2.63
8544,京葉銀行,プライム（内国株式）,2025/03,804,,182,128,104.05,4.2,0.19
4968,荒川化学工業,プライム（内国株式）,2025/03,802,11,9,26,133.27,4.52,2.16
8393,宮崎銀行,プライム（内国株式）,2025/03,802,,139,98,573.92,5.16,0.24
9336,大栄環境,プライム（内国株式）,2025/03,802,215,215,144,145.53,15.24,7.77
7814,日本創発グループ,スタンダード（内国株式）,2024/12,801,44,42,29,58.91,18.69,3.82
8869,明和地所,スタンダード（内国株式）,2025/03,799,52,38,29,123.55,8.53,1.9
7438,コンドーテック,プライム（内国株式）,2025/03,792,45,47,33,127.98,9.01,5.01
7215,ファルテック,スタンダード（内国株式）,2025/03,791,24,29,3,34.98,1.75,0.49
5142,アキレス,プライム（内国株式）,2025/03,791,-4,-2,4,30.61,1.09,0.54
7408,ジャムコ,プライム（内国株式）,2025/03,790,74,59,43,159.64,22.75,3.71
8388,阿波銀行,プライム（内国株式）,2025/03,790,,179,132,330.86,3.95,0.33
6413,理想科学工業,プライム（内国株式）,2025/03,787,62,64,41,62.8,6.15,4.6
3388,明治電機工業,プライム（内国株式）,2025/03,787,33,36,24,191.28,7.08,4.49
9304,澁澤倉庫,プライム（内国株式）,2025/03,786,47,56,49,337.16,7.62,4.18
2371,カカクコム,プライム（内国株式）,2025/03,784,293,,200,101.33,32.41,21.42
5727,東邦チタニウム,プライム（内国株式）,2024/03,784,56,63,50,69.56,8.76,3.93
5563,新日本電工,プライム（内国株式）,2024/12,782,69,49,31,22.91,4.27,3.08
8392,大分銀行,プライム（内国株式）,2025/03,779,,111,76,485.56,3.63,0.17
3355,クリヤマホールディングス,スタンダード（内国株式）,2024/12,779,45,53,35,180.78,7.86,5.01
2594,キーコーヒー,プライム（内国株式）,2025/03,779,6,8,3,15.97,1.11,0.59
7607,進和,プライム（内国株式）,2024/08,778,36,39,27,203.93,6.58,4.16
2991,ランドネット,スタンダード（内国株式）,2024/07,778,28,25,18,154.42,20.77,6.78
7716,ナカニシ,スタンダード（内国株式）,2024/12,770,146,173,86,101.37,7.1,5.42
2588,プレミアムウォーターホールディングス,スタンダード（内国株式）,2025/03,769,115,,56,189.38,22.47,5.02
7384,プロクレアホールディングス,プライム（内国株式）,2025/03,768,,41,28,99.16,1.78,0.05
4839,ＷＯＷＯＷ,プライム（内国株式）,2025/03,768,20,30,6,22.56,0.94,0.63
8881,日神グループホールディングス,プライム（内国株式）,2025/03,762,34,31,21,44.03,3.01,1.54
9722,藤田観光,プライム（内国株式）,2024/12,762,123,126,91,762.13,35.61,9.71
4917,マンダム,プライム（内国株式）,2025/03,762,10,22,19,41.25,2.66,1.91
6118,アイダエンジニアリング,プライム（内国株式）,2025/03,760,55,56,51,88.45,6.11,4.15
6464,ツバキ・ナカシマ,プライム（内国株式）,2024/12,759,8,,9,22.91,1.48,0.52
5011,ニチレキグループ,プライム（内国株式）,2025/03,757,63,70,48,164.89,6.27,4.31
2162,ｎｍｓ　ホールディングス,スタンダード（内国株式）,2025/03,757,16,16,6,39.79,11.97,1.74
7635,杉田エース,スタンダード（内国株式）,2025/03,757,8,10,5,96.36,4.44,1.34
9746,ＴＫＣ,プライム（内国株式）,2024/09,752,155,160,113,216.2,11.03,9.03
9324,安田倉庫,プライム（内国株式）,2025/03,751,35,50,28,96.74,2.99,1.33
7322,三十三フィナンシャルグループ,プライム（内国株式）,2025/03,749,,118,87,332.52,4.2,0.19
3431,宮地エンジニアリンググループ,プライム（内国株式）,2025/03,747,92,95,49,181.78,12.01,5.37
2831,はごろもフーズ,スタンダード（内国株式）,2025/03,746,28,34,25,261.3,5.94,3.58
4212,積水樹脂,プライム（内国株式）,2025/03,742,50,54,35,112.05,3.7,2.54
9755,応用地質,プライム（内国株式）,2024/12,741,44,53,40,170.37,5.15,3.75
8698,マネックスグループ,プライム（内国株式）,2025/03,738,125,,-51,-19.79,,
3769,ＧＭＯペイメントゲートウェイ,プライム（内国株式）,2024/09,738,252,,187,246.62,18.18,5.43
6143,ソディック,プライム（内国株式）,2024/12,737,22,36,41,81.04,4.88,2.84
3434,アルファＣｏ,スタンダード（内国株式）,2025/03,735,9,6,-3,-31.38,,
5210,日本山村硝子,スタンダード（内国株式）,2025/03,733,31,32,28,271.47,5.06,2.92
4461,第一工業製薬,プライム（内国株式）,2025/03,733,54,57,26,269.99,6.67,2.66
7421,カッパ・クリエイト,プライム（内国株式）,2025/03,732,14,15,10,20.91,9.52,3.32
7952,河合楽器製作所,プライム（内国株式）,2025/03,729,3,5,4,47.1,0.91,0.55
8275,フォーバル,スタンダード（内国株式）,2025/03,726,37,40,22,83.06,12.36,5.15
3526,芦森工業,スタンダード（内国株式）,2025/03,726,46,42,28,458.43,11.07,5.08
4611,大日本塗料,プライム（内国株式）,2025/03,725,47,52,94,331.39,14.51,7.08
3856,Ａｂａｌａｎｃｅ,スタンダード（内国株式）,2025/03,724,36,37,10,53.45,3.93,0.65
2222,寿スピリッツ,プライム（内国株式）,2025/03,723,176,177,121,77.99,30.24,23.32
2003,日東富士製粉,スタンダード（内国株式）,2025/03,723,51,56,36,389.89,7.19,5.64
7806,ＭＴＧ,グロース（内国株式）,2024/09,719,33,37,23,57.66,5.13,3.9
5344,ＭＡＲＵＷＡ,プライム（内国株式）,2025/03,718,269,270,192,1559.43,15.05,13.52
4958,長谷川香料,プライム（内国株式）,2024/09,716,94,97,72,175.01,6.04,4.98
9740,セントラル警備保障,プライム（内国株式）,2025/02,714,43,46,32,222.04,8.2,5.09
5283,高見澤,スタンダード（内国株式）,2024/06,714,18,21,8,453.41,5.42,1.93
5184,ニチリン,スタンダード（内国株式）,2024/12,714,92,104,62,461.8,10.87,7.44
7822,永大産業,スタンダード（内国株式）,2025/03,712,-3,-4,0,-0.66,,
8904,ＡＶＡＮＴＩＡ,スタンダード（内国株式）,2024/08,710,9,9,6,41.12,2.12,0.87
3395,サンマルクホールディングス,プライム（内国株式）,2025/03,709,36,38,25,123.62,8.23,3.56
6517,デンヨー,プライム（内国株式）,2025/03,708,74,80,56,273.99,7.31,5.48
8070,東京産業,プライム（内国株式）,2025/03,707,23,27,22,83.04,10.32,2.56
3611,マツオカコーポレーション,スタンダード（内国株式）,2025/03,706,4,42,26,259.41,5.67,3.59
3160,大光,スタンダード（内国株式）,2024/05,705,11,11,8,51.79,12.53,3.2
8346,東邦銀行,プライム（内国株式）,2025/03,704,,112,74,29.78,3.77,0.11
9519,レノバ,プライム（内国株式）,2025/03,702,41,,27,29.85,3.02,0.51
1793,大本組,スタンダード（内国株式）,2025/03,701,18,21,18,63.45,2.76,1.98
9845,パーカーコーポレーション,スタンダード（内国株式）,2025/03,700,49,45,28,112.39,6.18,3.97
4722,フューチャー,プライム（内国株式）,2024/12,699,147,150,103,116.49,18.6,11.21
9889,ＪＢＣＣホールディングス,プライム（内国株式）,2025/03,699,62,63,46,74.17,19.04,10.35
7702,ＪＭＳ,スタンダード（内国株式）,2025/03,697,9,5,1,3.63,0.22,0.11
1813,不動テトラ,プライム（内国株式）,2025/03,696,32,34,22,145.26,6.43,3.43
7715,長野計器,プライム（内国株式）,2025/03,695,77,76,61,316.94,13.83,8.14
7595,アルゴグラフィックス,プライム（内国株式）,2025/03,695,102,109,74,349.57,13.02,8.61
3480,ジェイ・エス・ビー,プライム（内国株式）,2024/10,695,81,79,75,354.76,19.67,9.32
4368,扶桑化学工業,プライム（内国株式）,2025/03,695,162,166,116,329.68,11.17,8.21
4099,四国化成ホールディングス,プライム（内国株式）,2024/12,695,97,108,88,191.37,10.57,6.49
7670,オーウエル,スタンダード（内国株式）,2025/03,694,12,16,18,173.89,8.33,3.88
8399,琉球銀行,プライム（内国株式）,2025/03,692,,83,58,139.02,4.11,0.19
7466,ＳＰＫ,プライム（内国株式）,2025/03,687,33,36,25,247.94,9.27,5.65
1938,日本リーテック,プライム（内国株式）,2025/03,687,52,60,47,191.24,7.43,5.0
2708,久世,スタンダード（内国株式）,2025/03,686,18,22,18,379.14,22.15,7.64
4848,フルキャストホールディングス,プライム（内国株式）,2024/12,686,71,73,55,155.99,19.19,13.25
5009,富士興産,スタンダード（内国株式）,2025/03,683,8,8,7,108.83,7.45,3.43
4301,アミューズ,プライム（内国株式）,2025/03,682,28,30,16,99.26,4.78,2.7
6351,鶴見製作所,プライム（内国株式）,2025/03,681,103,105,88,358.72,9.3,6.68
1960,サンテック,スタンダード（内国株式）,2025/03,679,21,26,17,113.84,5.74,2.96
5959,岡部,プライム（内国株式）,2024/12,678,42,44,-9,-18.91,,
1945,東京エネシス,プライム（内国株式）,2025/03,677,27,33,29,86.64,4.24,2.68
4998,フマキラー,スタンダード（内国株式）,2024/03,677,24,28,14,83.55,5.94,2.21
6282,オイレス工業,プライム（内国株式）,2025/03,676,69,74,63,208.38,8.28,6.76
3457,Ａｎｄ　Ｄｏホールディングス,プライム（内国株式）,2024/06,676,36,35,25,124.73,14.38,3.11
9115,明海グループ,スタンダード（内国株式）,2025/03,675,110,91,28,83.11,5.89,0.96
3540,歯愛メディカル,スタンダード（内国株式）,2024/12,675,25,26,63,125.32,24.01,9.92
8163,ＳＲＳホールディングス,プライム（内国株式）,2025/03,675,27,25,9,22.39,5.61,2.02
9828,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,スタンダード（内国株式）,2025/03,675,68,69,50,280.9,29.07,14.25
6652,ＩＤＥＣ,プライム（内国株式）,2025/03,674,37,35,18,60.33,2.81,1.66
9793,ダイセキ,プライム（内国株式）,2025/02,673,143,148,93,193.38,11.04,8.19
6859,エスペック,プライム（内国株式）,2025/03,673,75,78,60,274.96,10.59,7.91
1929,日特建設,プライム（内国株式）,2025/03,672,37,38,24,57.69,7.01,4.23
7745,Ａ＆Ｄホロンホールディングス,プライム（内国株式）,2025/03,671,88,90,65,235.6,15.14,9.37
7879,ノダ,スタンダード（内国株式）,2024/11,670,4,7,-46,-291.77,,
7637,白銅,プライム（内国株式）,2025/03,664,30,32,22,197.23,9.42,5.0
7874,レック,プライム（内国株式）,2025/03,663,27,30,17,52.8,5.02,1.93
1976,明星工業,プライム（内国株式）,2025/03,663,106,112,85,174.67,12.33,9.54
4194,ビジョナル,プライム（内国株式）,2024/07,661,178,185,130,330.7,24.9,17.02
8541,愛媛銀行,プライム（内国株式）,2025/03,661,,78,57,146.45,4.22,0.19
3153,八洲電機,プライム（内国株式）,2025/03,661,53,54,40,188.69,13.1,6.25
4619,日本特殊塗料,スタンダード（内国株式）,2025/03,661,45,67,49,227.22,8.6,5.8
9060,日本ロジテム,スタンダード（内国株式）,2025/03,660,12,12,5,340.58,2.97,0.94
3094,スーパーバリュー,スタンダード（内国株式）,2025/02,658,-28,-27,-28,-220.15,,
3498,霞ヶ関キャピタル,プライム（内国株式）,2024/08,657,85,79,50,541.68,18.7,6.47
4849,エン・ジャパン,プライム（内国株式）,2025/03,657,59,59,76,186.74,20.61,13.4
6899,ＡＳＴＩ,スタンダード（内国株式）,2025/03,654,15,16,6,199.92,2.55,1.36
8104,クワザワホールディングス,スタンダード（内国株式）,2025/03,654,15,17,7,49.67,4.68,1.81
2815,アリアケジャパン,プライム（内国株式）,2025/03,654,111,120,82,257.67,6.46,5.63
