コード,企業名,市場区分,業種,年度,売上高（億円）,営業利益（億円）,経常利益（億円）,純利益（億円）,EPS,ROE,ROA,IT投資比率,IT投資規模（億円）
4956.0,コニシ,プライム（内国株式）,化学,2025/03,1359.0,106.0,112.0,81.0,121.02,9.37,5.91,0.0095,13
1887.0,日本国土開発,プライム（内国株式）,建設,2024/05,1357.0,-94.0,-93.0,-72.0,-86.22,,,0.0064,9
1871.0,ピーエス・コンストラクション,プライム（内国株式）,建設,2025/03,1356.0,123.0,123.0,82.0,175.9,14.2,6.28,0.0064,9
8381.0,山陰合同銀行,プライム（内国株式）,銀行,2025/03,1353.0,,267.0,187.0,122.89,6.0,0.22,0.0795,108
9902.0,日伝,プライム（内国株式）,商社,2025/03,1348.0,68.0,72.0,49.0,164.31,5.67,4.03,0.0084,11
7686.0,カクヤスグループ,スタンダード（内国株式）,商社,2025/03,1345.0,18.0,18.0,5.0,18.76,12.67,1.49,0.0084,11
8928.0,穴吹興産,スタンダード（内国株式）,サービス,2024/06,1345.0,57.0,72.0,48.0,454.06,12.0,3.55,0.0185,25
8091.0,ニチモウ,プライム（内国株式）,商社,2025/03,1339.0,30.0,36.0,27.0,319.95,8.82,3.21,0.0084,11
6744.0,能美防災,プライム（内国株式）,機械,2025/03,1337.0,157.0,162.0,111.0,187.85,8.61,6.65,0.0114,15
3199.0,綿半ホールディングス,プライム（内国株式）,小売,2025/03,1336.0,35.0,38.0,21.0,104.59,8.94,2.61,0.0084,11
8366.0,滋賀銀行,プライム（内国株式）,銀行,2025/03,1331.0,,189.0,187.0,399.71,4.21,0.25,0.0795,106
9744.0,メイテックグループホールディングス,プライム（内国株式）,サービス,2025/03,1331.0,188.0,189.0,127.0,165.01,26.12,13.61,0.0185,25
3443.0,川田テクノロジーズ,プライム（内国株式）,素材,2025/03,1329.0,97.0,126.0,111.0,642.93,12.2,6.71,0.0095,13
8111.0,ゴールドウイン,プライム（内国株式）,一次・二次産業,2025/03,1323.0,219.0,308.0,244.0,545.96,22.14,16.2,0.0095,13
4095.0,日本パーカライジング,プライム（内国株式）,化学,2025/03,1323.0,150.0,199.0,131.0,112.19,6.72,4.91,0.0095,13
6615.0,ユー・エム・シー・エレクトロニクス,プライム（内国株式）,機械,2025/03,1319.0,21.0,16.0,-25.0,-88.83,,,0.0114,15
7860.0,エイベックス,プライム（内国株式）,通信,2025/03,1317.0,-18.0,-17.0,11.0,26.1,2.27,1.07,0.0185,24
1879.0,新日本建設,プライム（内国株式）,建設,2025/03,1317.0,183.0,184.0,128.0,219.12,10.48,7.41,0.0064,8
8361.0,大垣共立銀行,プライム（内国株式）,銀行,2025/03,1314.0,,208.0,147.0,353.53,4.62,0.22,0.0795,104
4617.0,中国塗料,プライム（内国株式）,化学,2025/03,1312.0,154.0,165.0,137.0,276.77,16.43,9.48,0.0095,12
6420.0,ガリレイ,プライム（内国株式）,機械,2025/03,1306.0,166.0,172.0,120.0,299.79,11.72,8.48,0.0114,15
4569.0,杏林製薬,プライム（内国株式）,医薬品,2025/03,1301.0,126.0,132.0,91.0,158.16,6.67,4.69,0.0095,12
7955.0,クリナップ,プライム（内国株式）,機械,2025/03,1300.0,21.0,26.0,17.0,47.66,3.01,1.9,0.0114,15
6810.0,マクセル,プライム（内国株式）,機械,2025/03,1298.0,93.0,98.0,41.0,93.12,4.48,2.49,0.0114,15
8919.0,カチタス,プライム（内国株式）,サービス,2025/03,1295.0,142.0,139.0,96.0,122.21,20.89,11.46,0.0185,24
8844.0,コスモスイニシア,スタンダード（内国株式）,サービス,2025/03,1295.0,95.0,79.0,53.0,157.08,10.79,3.01,0.0185,24
3176.0,三洋貿易,プライム（内国株式）,商社,2024/09,1293.0,71.0,79.0,52.0,180.88,10.91,6.91,0.0084,11
8508.0,Ｊトラスト,スタンダード（内国株式）,その他金融,2024/12,1282.0,63.0,,60.0,44.63,3.84,0.48,0.0,0
4220.0,リケンテクノス,プライム（内国株式）,化学,2025/03,1281.0,105.0,106.0,74.0,137.67,11.36,6.33,0.0095,12
6134.0,ＦＵＪＩ,プライム（内国株式）,機械,2025/03,1274.0,138.0,153.0,109.0,119.64,4.99,4.46,0.0114,15
6814.0,古野電気,プライム（内国株式）,機械,2025/02,1270.0,132.0,142.0,115.0,362.62,15.87,9.28,0.0114,14
3191.0,ジョイフル本田,プライム（内国株式）,小売,2024/06,1269.0,106.0,116.0,91.0,145.91,7.51,5.69,0.0084,11
5602.0,栗本鐵工所,プライム（内国株式）,素材,2025/03,1267.0,79.0,85.0,69.0,569.43,7.87,4.56,0.0095,12
1882.0,東亜道路工業,プライム（内国株式）,建設,2025/03,1266.0,50.0,52.0,41.0,89.22,7.45,4.55,0.0064,8
3103.0,ユニチカ,プライム（内国株式）,一次・二次産業,2025/03,1264.0,59.0,47.0,-243.0,-421.18,,,0.0095,12
6425.0,ユニバーサルエンターテインメント,スタンダード（内国株式）,機械,2024/12,1263.0,30.0,-56.0,-156.0,-200.91,,,0.0114,14
5707.0,東邦亜鉛,プライム（内国株式）,素材,2025/03,1263.0,56.0,37.0,-15.0,-101.19,,,0.0095,12
7846.0,パイロットコーポレーション,プライム（内国株式）,機械,2024/12,1262.0,178.0,201.0,152.0,388.52,10.86,8.59,0.0114,14
9682.0,ＤＴＳ,プライム（内国株式）,通信,2025/03,1259.0,145.0,155.0,106.0,253.8,18.32,13.23,0.0185,23
1968.0,太平電業,プライム（内国株式）,建設,2025/03,1257.0,130.0,138.0,98.0,482.81,8.58,6.29,0.0064,8
8081.0,カナデン,プライム（内国株式）,商社,2025/03,1257.0,45.0,47.0,39.0,169.3,8.21,4.43,0.0084,11
7244.0,市光工業,プライム（内国株式）,機械,2024/12,1255.0,49.0,65.0,45.0,46.48,6.38,3.44,0.0114,14
5757.0,ＣＫサンエツ,プライム（内国株式）,素材,2025/03,1251.0,103.0,84.0,52.0,616.11,9.96,5.99,0.0095,12
9310.0,日本トランスシティ,プライム（内国株式）,運輸・倉庫,2025/03,1248.0,78.0,88.0,60.0,95.74,6.62,3.65,0.0129,16
4116.0,大日精化工業,プライム（内国株式）,化学,2025/03,1248.0,70.0,78.0,103.0,599.59,8.04,5.23,0.0095,12
8368.0,百五銀行,プライム（内国株式）,銀行,2025/03,1245.0,,257.0,180.0,72.87,4.14,0.24,0.0795,99
6323.0,ローツェ,プライム（内国株式）,機械,2025/02,1244.0,320.0,355.0,236.0,134.08,20.05,12.59,0.0114,14
8052.0,椿本興業,プライム（内国株式）,商社,2025/03,1243.0,60.0,65.0,47.0,252.0,10.73,4.66,0.0084,10
7990.0,グローブライド,プライム（内国株式）,機械,2025/03,1240.0,65.0,65.0,48.0,208.09,7.84,4.2,0.0114,14
8860.0,フジ住宅,プライム（内国株式）,サービス,2025/03,1239.0,79.0,70.0,48.0,131.61,8.71,2.6,0.0185,23
9412.0,スカパーＪＳＡＴホールディングス,プライム（内国株式）,通信,2025/03,1237.0,275.0,273.0,191.0,67.43,6.79,4.74,0.0185,23
2805.0,ヱスビー食品,スタンダード（内国株式）,食料品,2025/03,1235.0,94.0,96.0,76.0,313.01,9.42,5.52,0.0095,12
8006.0,ユアサ・フナショク,スタンダード（内国株式）,商社,2025/03,1231.0,27.0,31.0,20.0,464.56,5.27,3.19,0.0084,10
6997.0,日本ケミコン,プライム（内国株式）,機械,2025/03,1227.0,37.0,16.0,0.0,1.73,0.07,0.02,0.0114,14
4350.0,メディカルシステムネットワーク,スタンダード（内国株式）,小売,2025/03,1224.0,32.0,32.0,13.0,43.18,7.76,1.79,0.0084,10
2874.0,横浜冷凍,プライム（内国株式）,商社,2024/09,1223.0,46.0,48.0,39.0,66.78,5.03,1.94,0.0084,10
6707.0,サンケン電気,プライム（内国株式）,機械,2025/03,1216.0,-38.0,-143.0,509.0,2119.5,34.55,19.66,0.0114,14
7780.0,メニコン,プライム（内国株式）,機械,2025/03,1215.0,101.0,96.0,56.0,74.02,6.59,3.0,0.0114,14
1926.0,ライト工業,プライム（内国株式）,建設,2025/03,1215.0,128.0,132.0,99.0,214.3,11.29,8.12,0.0064,8
,黒田グループ,スタンダード（内国株式）,,2025/03,1213.0,59.0,,39.0,92.2,10.19,4.09,0.0,0
4298.0,プロトコーポレーション,プライム（内国株式）,通信,2025/03,1213.0,86.0,88.0,49.0,121.9,9.89,7.03,0.0185,22
4684.0,オービック,プライム（内国株式）,通信,2025/03,1212.0,784.0,898.0,646.0,146.9,14.89,12.91,0.0185,22
9908.0,日本電計,スタンダード（内国株式）,商社,2025/03,1212.0,47.0,47.0,30.0,260.86,9.96,4.01,0.0084,10
9039.0,サカイ引越センター,プライム（内国株式）,運輸・倉庫,2025/03,1210.0,129.0,131.0,88.0,215.57,9.14,6.89,0.0129,16
1811.0,錢高組,スタンダード（内国株式）,建設,2025/03,1207.0,37.0,51.0,35.0,489.26,3.62,1.69,0.0064,8
5161.0,西川ゴム工業,スタンダード（内国株式）,化学,2025/03,1206.0,73.0,76.0,40.0,102.47,4.5,2.86,0.0095,11
7291.0,日本プラスト,スタンダード（内国株式）,自動車・関連部品,2025/03,1206.0,28.0,20.0,1.0,2.96,0.16,0.07,0.0114,14
4189.0,ＫＨネオケム,プライム（内国株式）,化学,2024/12,1198.0,122.0,121.0,84.0,225.79,12.1,6.36,0.0095,11
7481.0,尾家産業,スタンダード（内国株式）,商社,2025/03,1193.0,36.0,36.0,28.0,339.47,19.43,7.48,0.0084,10
6507.0,シンフォニアテクノロジー,プライム（内国株式）,機械,2025/03,1192.0,157.0,159.0,121.0,428.86,15.1,8.86,0.0114,14
4626.0,太陽ホールディングス,プライム（内国株式）,化学,2025/03,1190.0,221.0,216.0,108.0,193.18,10.47,5.61,0.0095,11
2700.0,木徳神糧,スタンダード（内国株式）,商社,2024/12,1190.0,24.0,25.0,17.0,1060.68,11.49,4.29,0.0084,10
8892.0,日本エスコン,プライム（内国株式）,サービス,2024/03,1189.0,191.0,166.0,100.0,105.43,13.86,2.51,0.0185,22
9247.0,ＴＲＥホールディングス,プライム（内国株式）,,2025/03,1187.0,230.0,225.0,123.0,241.85,16.79,7.58,0.0,0
2689.0,オルバヘルスケアホールディングス,スタンダード（内国株式）,商社,2024/06,1186.0,22.0,22.0,15.0,251.68,13.19,3.47,0.0084,10
9081.0,神奈川中央交通,プライム（内国株式）,運輸・倉庫,2025/03,1181.0,74.0,77.0,51.0,414.22,8.81,3.07,0.0129,15
6750.0,エレコム,プライム（内国株式）,機械,2025/03,1180.0,135.0,132.0,93.0,119.23,11.27,8.11,0.0114,13
3166.0,ＯＣＨＩホールディングス,スタンダード（内国株式）,商社,2025/03,1171.0,15.0,19.0,10.0,80.13,4.43,1.48,0.0084,10
5449.0,大阪製鐵,スタンダード（内国株式）,素材,2025/03,1164.0,53.0,49.0,32.0,82.92,2.07,1.59,0.0095,11
6532.0,ベイカレント,プライム（内国株式）,サービス,2025/02,1161.0,426.0,,308.0,202.17,32.58,24.67,0.0185,21
9441.0,ベルパーク,スタンダード（内国株式）,通信,2024/12,1160.0,43.0,44.0,32.0,165.14,9.3,6.27,0.0185,21
8141.0,新光商事,プライム（内国株式）,商社,2025/03,1160.0,6.0,6.0,5.0,15.74,0.98,0.63,0.0084,10
7504.0,高速,プライム（内国株式）,商社,2025/03,1159.0,45.0,48.0,35.0,179.08,8.71,5.66,0.0084,10
6727.0,ワコム,プライム（内国株式）,機械,2025/03,1157.0,102.0,104.0,52.0,36.97,16.93,7.38,0.0114,13
9539.0,京葉瓦斯,スタンダード（内国株式）,エネルギー,2024/12,1156.0,13.0,23.0,16.0,50.48,1.7,0.96,0.0,0
5195.0,バンドー化学,プライム（内国株式）,化学,2025/03,1156.0,35.0,,15.0,35.31,1.82,1.24,0.0095,11
3201.0,日本毛織,プライム（内国株式）,一次・二次産業,2024/11,1154.0,116.0,121.0,90.0,130.09,7.3,4.99,0.0095,11
6340.0,澁谷工業,プライム（内国株式）,機械,2024/06,1154.0,134.0,136.0,98.0,353.53,9.68,6.04,0.0114,13
3636.0,三菱総合研究所,プライム（内国株式）,通信,2024/09,1154.0,71.0,81.0,50.0,316.42,7.4,4.18,0.0185,21
8079.0,正栄食品工業,プライム（内国株式）,商社,2024/10,1152.0,48.0,50.0,32.0,188.19,5.96,3.53,0.0084,10
8244.0,近鉄百貨店,スタンダード（内国株式）,小売,2025/02,1151.0,54.0,51.0,35.0,87.84,9.03,3.05,0.0084,10
6768.0,タムラ製作所,プライム（内国株式）,機械,2025/03,1141.0,52.0,51.0,28.0,34.02,4.36,2.24,0.0114,13
7483.0,ドウシシャ,プライム（内国株式）,商社,2025/03,1139.0,90.0,93.0,64.0,185.23,7.32,6.28,0.0084,10
2208.0,ブルボン,スタンダード（内国株式）,食料品,2025/03,1135.0,75.0,76.0,56.0,231.16,9.05,5.81,0.0095,11
6754.0,アンリツ,プライム（内国株式）,機械,2025/03,1130.0,121.0,,93.0,70.42,7.45,5.79,0.0114,13
6470.0,大豊工業,スタンダード（内国株式）,機械,2025/03,1128.0,6.0,9.0,-42.0,-145.67,,,0.0114,13
8085.0,ナラサキ産業,スタンダード（内国株式）,商社,2025/03,1125.0,31.0,31.0,22.0,442.96,8.57,3.97,0.0084,9
8935.0,ＦＪネクストホールディングス,プライム（内国株式）,サービス,2025/03,1124.0,95.0,95.0,65.0,198.11,8.89,6.15,0.0185,21
9166.0,ＧＥＮＤＡ,グロース（内国株式）,,2025/01,1118.0,80.0,73.0,33.0,22.66,9.31,2.89,0.0,0
6455.0,モリタホールディングス,プライム（内国株式）,自動車・関連部品,2025/03,1117.0,137.0,137.0,95.0,217.45,9.81,6.61,0.0114,13
9278.0,ブックオフグループホールディングス,プライム（内国株式）,小売,2024/05,1117.0,31.0,34.0,17.0,86.25,8.43,3.13,0.0084,9
9991.0,ジェコス,プライム（内国株式）,商社,2025/03,1116.0,69.0,68.0,45.0,134.79,6.85,4.24,0.0084,9
6349.0,小森コーポレーション,プライム（内国株式）,機械,2025/03,1110.0,71.0,76.0,72.0,136.6,6.28,4.19,0.0114,13
9936.0,王将フードサービス,プライム（内国株式）,小売,2025/03,1110.0,109.0,113.0,81.0,142.86,10.87,8.35,0.0084,9
3877.0,中越パルプ工業,プライム（内国株式）,化学,2025/03,1110.0,48.0,51.0,18.0,136.64,3.1,1.44,0.0095,11
3697.0,ＳＨＩＦＴ,プライム（内国株式）,通信,2024/08,1106.0,105.0,108.0,51.0,19.43,15.22,8.17,0.0185,20
7970.0,信越ポリマー,プライム（内国株式）,化学,2025/03,1106.0,133.0,132.0,94.0,116.98,7.68,6.16,0.0095,11
1827.0,ナカノフドー建設,スタンダード（内国株式）,建設,2025/03,1105.0,33.0,37.0,29.0,84.5,6.78,3.6,0.0064,7
4980.0,デクセリアルズ,プライム（内国株式）,化学,2025/03,1104.0,397.0,,277.0,162.04,28.92,18.27,0.0095,10
5992.0,中央発條,スタンダード（内国株式）,素材,2025/03,1102.0,44.0,51.0,19.0,73.52,2.42,1.3,0.0095,10
2211.0,不二家,プライム（内国株式）,食料品,2024/12,1100.0,23.0,31.0,17.0,64.87,2.89,1.85,0.0095,10
7292.0,村上開明堂,スタンダード（内国株式）,自動車・関連部品,2025/03,1092.0,89.0,99.0,59.0,513.6,6.68,5.14,0.0114,12
5122.0,オカモト,プライム（内国株式）,化学,2025/03,1091.0,87.0,98.0,67.0,383.3,7.07,4.57,0.0095,10
3110.0,日東紡績,プライム（内国株式）,素材,2025/03,1090.0,164.0,176.0,128.0,352.59,9.89,5.75,0.0095,10
2933.0,紀文食品,プライム（内国株式）,食料品,2025/03,1089.0,45.0,42.0,26.0,113.36,12.47,3.57,0.0095,10
7817.0,パラマウントベッドホールディングス,プライム（内国株式）,機械,2025/03,1086.0,130.0,128.0,91.0,159.22,6.62,4.96,0.0114,12
9759.0,ＮＳＤ,プライム（内国株式）,通信,2025/03,1078.0,168.0,170.0,118.0,153.61,17.5,13.04,0.0185,20
7148.0,ＦＰＧ,プライム（内国株式）,證券,2024/09,1078.0,286.0,289.0,205.0,240.06,38.45,8.87,0.0795,86
7747.0,朝日インテック,プライム（内国株式）,機械,2024/06,1075.0,221.0,220.0,158.0,58.2,10.45,8.25,0.0114,12
6101.0,ツガミ,プライム（内国株式）,機械,2025/03,1074.0,233.0,,109.0,231.53,17.33,8.56,0.0114,12
3097.0,物語コーポレーション,プライム（内国株式）,小売,2024/06,1072.0,82.0,86.0,56.0,158.14,19.38,9.16,0.0084,9
6741.0,日本信号,プライム（内国株式）,機械,2025/03,1069.0,99.0,108.0,85.0,136.33,8.29,5.11,0.0114,12
6617.0,東光高岳,プライム（内国株式）,機械,2025/03,1066.0,61.0,63.0,38.0,238.36,6.27,3.36,0.0114,12
7744.0,ノーリツ鋼機,プライム（内国株式）,機械,2024/12,1065.0,205.0,,161.0,451.59,7.25,5.38,0.0114,12
7427.0,エコートレーディング,スタンダード（内国株式）,商社,2025/02,1064.0,14.0,14.0,10.0,166.38,8.74,2.94,0.0084,9
4628.0,エスケー化研,スタンダード（内国株式）,化学,2025/03,1061.0,124.0,149.0,107.0,795.55,6.56,5.61,0.0095,10
1939.0,四電工,プライム（内国株式）,建設,2025/03,1059.0,81.0,85.0,52.0,109.45,7.98,5.19,0.0064,7
6844.0,新電元工業,プライム（内国株式）,機械,2025/03,1058.0,1.0,-5.0,-24.0,-236.14,,,0.0114,12
7971.0,東リ,スタンダード（内国株式）,化学,2025/03,1057.0,44.0,47.0,35.0,59.62,7.3,3.73,0.0095,10
4534.0,持田製薬,プライム（内国株式）,医薬品,2025/03,1052.0,81.0,81.0,57.0,160.36,4.35,3.55,0.0095,10
7958.0,天馬,プライム（内国株式）,化学,2025/03,1048.0,22.0,31.0,37.0,182.67,4.39,3.35,0.0095,10
8038.0,東都水産,スタンダード（内国株式）,商社,2024/03,1048.0,29.0,36.0,25.0,634.03,9.24,6.18,0.0084,9
5940.0,不二サッシ,スタンダード（内国株式）,素材,2025/03,1048.0,25.0,27.0,22.0,176.36,9.52,2.64,0.0095,10
7956.0,ピジョン,プライム（内国株式）,機械,2024/12,1042.0,121.0,133.0,84.0,70.0,10.32,7.73,0.0114,12
3232.0,三重交通グループホールディングス,プライム（内国株式）,サービス,2025/03,1038.0,84.0,85.0,61.0,60.48,9.64,3.34,0.0185,19
,アルピコホールディングス,スタンダード（内国株式）,,2025/03,1038.0,34.0,31.0,23.0,36.35,15.79,3.93,0.0,0
7476.0,アズワン,プライム（内国株式）,商社,2025/03,1038.0,116.0,121.0,82.0,114.88,12.36,8.22,0.0084,9
7214.0,ＧＭＢ,スタンダード（内国株式）,自動車・関連部品,2025/03,1037.0,19.0,18.0,6.0,111.66,2.56,0.67,0.0114,12
3765.0,ガンホー・オンライン・エンターテイメント,プライム（内国株式）,通信,2024/12,1036.0,175.0,200.0,112.0,182.66,8.77,6.37,0.0185,19
3501.0,ＳＵＭＩＮＯＥ,プライム（内国株式）,一次・二次産業,2024/05,1035.0,33.0,37.0,9.0,66.08,2.73,0.95,0.0095,10
2220.0,亀田製菓,プライム（内国株式）,食料品,2025/03,1033.0,55.0,69.0,54.0,256.93,7.17,4.37,0.0095,10
8934.0,サンフロンティア不動産,プライム（内国株式）,サービス,2025/03,1032.0,213.0,204.0,142.0,291.58,13.86,6.49,0.0185,19
8367.0,南都銀行,プライム（内国株式）,銀行,2025/03,1031.0,,197.0,135.0,429.0,4.86,0.2,0.0795,82
8285.0,三谷産業,スタンダード（内国株式）,商社,2025/03,1031.0,21.0,27.0,24.0,39.63,5.15,2.61,0.0084,9
8522.0,名古屋銀行,プライム（内国株式）,銀行,2025/03,1028.0,,209.0,147.0,896.7,5.33,0.26,0.0795,82
9993.0,ヤマザワ,スタンダード（内国株式）,小売,2025/02,1026.0,-8.0,-4.0,-26.0,-242.76,,,0.0084,9
3678.0,メディアドゥ,プライム（内国株式）,通信,2025/02,1019.0,25.0,24.0,14.0,90.04,7.74,2.56,0.0185,19
9332.0,ＮＩＳＳＯホールディングス,プライム（内国株式）,,2025/03,1016.0,36.0,36.0,19.0,58.9,11.73,6.19,0.0,0
3950.0,ザ・パック,プライム（内国株式）,化学,2024/12,1015.0,80.0,83.0,63.0,333.51,8.48,6.11,0.0095,10
7247.0,ミクニ,スタンダード（内国株式）,自動車・関連部品,2025/03,1014.0,30.0,28.0,20.0,59.26,5.26,1.81,0.0114,12
7389.0,あいちフィナンシャルグループ,プライム（内国株式）,,2025/03,1010.0,,103.0,91.0,185.42,2.57,0.13,0.0,0
4410.0,ハリマ化成グループ,プライム（内国株式）,化学,2025/03,1010.0,21.0,13.0,8.0,31.46,2.04,0.76,0.0095,10
7510.0,たけびし,プライム（内国株式）,商社,2025/03,1010.0,34.0,38.0,27.0,166.2,6.51,4.17,0.0084,8
6745.0,ホーチキ,プライム（内国株式）,機械,2025/03,1009.0,96.0,97.0,76.0,307.84,12.94,8.53,0.0114,12
4816.0,東映アニメーション,スタンダード（内国株式）,通信,2025/03,1008.0,324.0,332.0,236.0,115.52,15.42,12.37,0.0185,19
5288.0,アジアパイルホールディングス,プライム（内国株式）,素材,2025/03,1008.0,43.0,39.0,23.0,61.59,5.13,2.41,0.0095,10
7739.0,キヤノン電子,プライム（内国株式）,機械,2024/12,1007.0,104.0,99.0,77.0,187.19,6.3,5.39,0.0114,11
2415.0,ヒューマンホールディングス,スタンダード（内国株式）,サービス,2025/03,1003.0,34.0,36.0,26.0,251.21,14.41,5.14,0.0185,19
3544.0,サツドラホールディングス,スタンダード（内国株式）,小売,2025/05,1002.0,17.0,16.0,8.0,55.47,7.83,1.66,0.0084,8
7914.0,共同印刷,プライム（内国株式）,機械,2025/03,1000.0,23.0,27.0,33.0,114.97,5.26,2.62,0.0114,11
4997.0,日本農薬,プライム（内国株式）,化学,2025/03,1000.0,86.0,71.0,24.0,30.06,3.05,1.55,0.0095,10
7944.0,ローランド,プライム（内国株式）,機械,2024/12,994.0,100.0,84.0,60.0,216.49,12.89,7.32,0.0114,11
1898.0,世紀東急工業,プライム（内国株式）,建設,2025/03,994.0,58.0,58.0,39.0,106.44,9.32,4.71,0.0064,6
7538.0,大水,スタンダード（内国株式）,商社,2025/03,993.0,7.0,8.0,12.0,87.87,10.38,4.79,0.0084,8
1810.0,松井建設,スタンダード（内国株式）,建設,2025/03,993.0,34.0,38.0,27.0,94.3,5.39,3.37,0.0064,6
3315.0,日本コークス工業,プライム（内国株式）,エネルギー,2025/03,990.0,-86.0,-103.0,-139.0,-47.79,,,0.0,0
1847.0,イチケン,スタンダード（内国株式）,建設,2025/03,990.0,69.0,68.0,47.0,647.06,13.79,6.95,0.0064,6
4097.0,高圧ガス工業,プライム（内国株式）,化学,2025/03,990.0,60.0,66.0,48.0,86.68,6.06,3.89,0.0095,9
8370.0,紀陽銀行,プライム（内国株式）,銀行,2025/03,987.0,,233.0,176.0,272.51,7.49,0.3,0.0795,78
8289.0,Ｏｌｙｍｐｉｃグループ,スタンダード（内国株式）,小売,2025/02,986.0,1.0,-2.0,-1.0,-2.92,,,0.0084,8
7646.0,ＰＬＡＮＴ,スタンダード（内国株式）,小売,2024/09,986.0,21.0,22.0,4.0,49.77,2.54,0.95,0.0084,8
8157.0,都築電気,プライム（内国株式）,通信,2025/03,983.0,65.0,66.0,48.0,263.29,10.79,5.95,0.0185,18
7475.0,アルビス,プライム（内国株式）,小売,2025/03,982.0,21.0,26.0,16.0,187.62,5.02,3.07,0.0084,8
6516.0,山洋電気,プライム（内国株式）,機械,2025/03,978.0,79.0,,56.0,472.74,4.97,3.87,0.0114,11
9621.0,建設技術研究所,プライム（内国株式）,サービス,2024/12,977.0,94.0,95.0,67.0,243.1,10.98,7.69,0.0185,18
4732.0,ユー・エス・エス,プライム（内国株式）,サービス,2024/03,976.0,489.0,497.0,329.0,68.28,16.83,12.12,0.0185,18
6644.0,大崎電気工業,プライム（内国株式）,機械,2025/03,971.0,57.0,54.0,35.0,75.47,6.72,3.49,0.0114,11
2117.0,ウェルネオシュガー,プライム（内国株式）,食料品,2025/03,971.0,80.0,,56.0,170.05,7.63,5.04,0.0095,9
6879.0,ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,プライム（内国株式）,通信,2025/03,969.0,25.0,19.0,-37.0,-83.97,,,0.0185,18
4046.0,大阪ソーダ,プライム（内国株式）,化学,2025/03,964.0,132.0,142.0,103.0,81.54,8.94,6.71,0.0095,9
6254.0,野村マイクロ・サイエンス,プライム（内国株式）,機械,2025/03,964.0,154.0,134.0,102.0,270.76,27.96,8.73,0.0114,11
7102.0,日本車輌製造,プライム（内国株式）,自動車・関連部品,2025/03,963.0,69.0,73.0,64.0,444.62,9.92,4.89,0.0114,11
8153.0,モスフードサービス,プライム（内国株式）,商社,2025/03,962.0,52.0,56.0,32.0,102.1,5.83,3.91,0.0084,8
9906.0,藤井産業,スタンダード（内国株式）,商社,2025/03,961.0,54.0,60.0,41.0,487.65,10.95,6.18,0.0084,8
4526.0,理研ビタミン,プライム（内国株式）,食料品,2025/03,956.0,87.0,94.0,94.0,310.06,11.86,8.31,0.0095,9
6958.0,日本シイエムケイ,プライム（内国株式）,機械,2025/03,955.0,38.0,55.0,38.0,53.18,4.79,2.55,0.0114,11
6440.0,ＪＵＫＩ,プライム（内国株式）,機械,2024/12,952.0,-10.0,-33.0,-32.0,-109.0,,,0.0114,11
8600.0,トモニホールディングス,プライム（内国株式）,銀行,2025/03,951.0,,234.0,158.0,82.32,5.64,0.31,0.0795,76
3708.0,特種東海製紙,プライム（内国株式）,化学,2025/03,948.0,39.0,62.0,36.0,307.51,4.59,2.59,0.0095,9
8877.0,エスリード,プライム（内国株式）,サービス,2025/03,948.0,145.0,137.0,93.0,604.74,12.7,4.11,0.0185,18
8007.0,高島,プライム（内国株式）,商社,2025/03,945.0,21.0,20.0,16.0,91.37,6.55,2.61,0.0084,8
7266.0,今仙電機製作所,スタンダード（内国株式）,自動車・関連部品,2025/03,943.0,4.0,5.0,21.0,95.21,3.95,2.66,0.0114,11
4521.0,科研製薬,プライム（内国株式）,医薬品,2025/03,940.0,210.0,213.0,139.0,365.42,9.14,7.32,0.0095,9
7888.0,三光合成,プライム（内国株式）,化学,2024/05,938.0,41.0,39.0,26.0,85.68,8.73,3.49,0.0095,9
8061.0,西華産業,プライム（内国株式）,商社,2025/03,937.0,65.0,83.0,78.0,649.65,16.6,6.02,0.0084,8
7609.0,ダイトロン,プライム（内国株式）,商社,2024/12,935.0,62.0,63.0,44.0,394.6,13.29,5.99,0.0084,8
8714.0,池田泉州ホールディングス,プライム（内国株式）,銀行,2025/03,931.0,,195.0,132.0,47.28,5.58,0.21,0.0795,74
1663.0,Ｋ＆Ｏエナジーグループ,プライム（内国株式）,一次・二次産業,2024/12,924.0,88.0,98.0,62.0,231.37,6.4,5.16,0.0095,9
5902.0,ホッカンホールディングス,プライム（内国株式）,素材,2025/03,924.0,45.0,52.0,33.0,265.54,5.67,2.47,0.0095,9
8125.0,ワキタ,プライム（内国株式）,商社,2025/02,923.0,64.0,65.0,39.0,79.25,3.89,2.68,0.0084,8
3284.0,フージャースホールディングス,プライム（内国株式）,サービス,2025/03,922.0,92.0,86.0,55.0,153.64,12.96,3.04,0.0185,17
1975.0,朝日工業社,プライム（内国株式）,建設,2025/03,919.0,72.0,76.0,62.0,241.93,14.82,7.7,0.0064,6
9405.0,朝日放送グループホールディングス,プライム（内国株式）,通信,2025/03,919.0,26.0,25.0,25.0,59.94,3.27,1.95,0.0185,17
9743.0,丹青社,プライム（内国株式）,サービス,2025/01,919.0,51.0,53.0,39.0,82.16,11.61,7.15,0.0185,17
6454.0,マックス,プライム（内国株式）,機械,2025/03,918.0,145.0,148.0,112.0,241.79,10.6,9.01,0.0114,10
